,Category,Message
4622,0,received understood n acted upon
4623,0,they finally came to fix the ceiling
4624,0,u need my presnts always bcz u cant mis love jeevithathile irulinae neekunna prakasamanu sneham prakasam ennal prabha that mns prabha islove got it dont mis me
4625,0,jus finish blowing my hair u finish dinner already
4626,0,im on the bus love you
4627,0,lol i knew that i saw him in the dollar store
4628,1,please call our customer service representative on between ampm as you have won a guaranteed £ cash or £ prize
4629,1,todays voda numbers ending with are selected to receive a £ reward if you have a match please call quoting claim code standard rates apply
4630,0,only saturday and sunday holiday so its very difficult
4631,0,everybody had fun this evening miss you
4632,0,got hella gas money want to go on a grand nature adventure with galileo in a little bit
4633,0,im in a meeting call me later at
4634,0,oh wow thats gay will firmware update help
4635,0,these wont do have to move on to morphine
4636,0,how come i din c ü yup i cut my hair
4637,0,k k pa had your lunch aha
4638,0,oh ho is this the first time u use these type of words
4639,0,captain vijaykanth is doing comedy in captain tvhe is drunken
4640,0,of course i guess gods just got me on hold right now
4641,0,do you hide anythiing or keeping distance from me
4642,0,havent
4643,1,you are being ripped off get your mobile content from call polytruepixringtonesgames six downloads for only
4644,0,sorry i din lock my keypad
4645,0,did u got that persons story
4646,0,are you planning to come chennai
4647,1,we tried to contact you re your reply to our offer of a video phone anytime any network mins half price line rental camcorder reply or call
4648,0,god created gap btwn ur fingers so dat sum vry special will fill those gaps by holding ur hands now plz dont ask y he created so much gap between legs
4649,0,we are okay going to sleep now later
4650,0,please protect yourself from ethreats sib never asks for sensitive information like passwordsatmsms pin thru email never share your password with anybody
4651,0,finally it has happened aftr decades beer is now cheaper than petrol the goverment expects us to drink but dont drive
4652,1,a £ xmas reward is waiting for you our computer has randomly picked you from our loyal mobile customers to receive a £ reward just call
4653,0,where r e meeting tmr
4654,0,lol yes but it will add some spice to your day
4655,0,hope you are having a great day
4656,0,our prasanth ettans mother passed away last night just pray for her and family
4657,0,k ill work something out
4658,1,private your account statement for shows unredeemed s i m points call identifier code expires
4659,0,this message is from a great doctor in india do not drink appy fizz it contains cancer causing age
4660,0,i cant pick the phone right now pls send a message
4661,0,you call him and tell now infront of them call him now
4662,0,ok no prob
4663,0,ladies first and genus second k
4664,0,no yes please been swimming
4665,0,mum not going robinson already
4666,0,ok set let u noe e details later
4667,0,nottel software name
4668,0,i send the print outs da
4669,0,im realy soz imat my mums nite what about moro
4670,0,when i was born god said oh no another idiot when you were born god said oh no competition who knew one day these two will become freinds forever
4671,0,i didnt get ur full msgsometext is missing send it again
4672,0,probably not im almost out of gas and i get some cash tomorrow
4673,1,customer service announcement we recently tried to make a delivery to you but were unable to do so please call to reschedule ref
4674,0,i forgot ask ü all smth theres a card on da present lei how ü all want write smth or sign on it
4675,0,im leaving my house now
4676,1,hi babe its chloe how r u i was smashed on saturday night it was great how was your weekend u been missing me sp visionsmscom text stop to stop ptext
4677,0,ü ready then call me
4678,0,wewa is iriver all mb
4679,0,it is a good thing im now getting the connection to bw
4680,0,sry dajst nw only i came to home
4681,0,thats cool hell be here all night lemme know when youre around
4682,0,are you staying in town
4683,0,haha yeah oz is kind of a shitload
4684,0,ok u can take me shopping when u get paid d
4685,0,my life means a lot to me not because i love my life but because i love the people in my life the world calls them friends i call them my world ge
4686,0,alright well bring it to you see you in like ltgt mins
4687,0,but pls dont play in others life
4688,0,eatin my lunch
4689,0,hmmmbut you should give it on one day
4690,0,didnt try g and i decided not to head out
4691,0,ok no prob
4692,0,surly ill give it to you while coming to review
4693,0,by march ending i should be ready but will call you for sure the problem is that my capital never complete how far with you hows work and the ladies
4694,0,tessypls do me a favor pls convey my birthday wishes to nimyapls dnt forget it today is her birthday shijas
4695,0,pls give her the food preferably pap very slowly with loads of sugar you can take up to an hour to give it and then some water very very slowly
4696,1,urgent your mobile no was awarded a £ bonus caller prize on this is our nd attempt to contact you call boxqu
4697,0,a guy who gets used but is too dumb to realize it
4698,0,okey dokey i‘ll be over in a bit just sorting some stuff out
4699,0,don no dawhats you plan
4700,0,yes fine
4701,1,win we have a winner mr t foley won an ipod more exciting prizes soon so keep an eye on ur mobile or visit
4702,0,i liked the new mobile
4703,0,anytime
4704,0,mmmmmmm snuggles into you deep contented sigh whispers i fucking love you so much i can barely stand it
4705,0,yar but they say got some error
4706,0,hey anyway i have to
4707,0,wow so healthy old airport rd lor cant thk of anything else but ill b bathing my dog later
4708,0,wif my family booking tour package
4709,0,did you say bold then torch later or one torch and bold
4710,0,haha awesome i might need to take you up on that what you doin tonight
4711,0,ya i knw u vl givits ok thanks kanoanyway enjoy wit ur family wit st salary
4712,0,huh so slow i tot u reach long ago liao u more days only i more leh
4713,0,thats cool princess i will cover your face in hot sticky cum
4714,0,big brother‘s really scraped the barrel with this shower of social misfits
4715,0,oops i thk i dun haf enuff i go check then tell ü
4716,0,s min to go for lunch
4717,0,hey what happened u switch off ur cell d whole day this isnt good now if u do care give me a call tomorrow
4718,0,k will do addie amp i are doing some art so ill be here when you get home
4719,0,my uncles in atlanta wish you guys a great semester
4720,0,aiyo her lesson so early im still sleepin haha okie u go home liao den confirm w me lor
4721,0,forgot to tell ü smth can ü like number the sections so that its clearer
4722,0,yup anything lor if u dun wan its ok
4723,0,im home my love if your still awake loving kiss
4724,0,hello peach my cake tasts lush
4725,1,free game get rayman golf free from the o games arcade st get ur games settings reply post then save activ press key for arcade termsapply
4726,0,therell be a minor shindig at my place later tonight you interested
